initial_position_x,initial_position_y,destination_x,destination_y,mass
-2.1802244165232523,2.073950685997554,-1.2319894361822268,0.6009072785996636,2.0
-2.9700848481923643,3.230293645920632,2.7018161049548493,-2.8885925805573827,3.0
3.1416935116885707,-2.370327355830584,-1.9592233897384475,-2.8165788553667888,2.0
-1.8606622507794608,-3.0842023770252336,-0.12033714410095264,-1.041726921679265,1.0
-1.8568545107712513,-2.7522410593527358,-1.877125242704805,1.9355267385654926,1.0
3.162948465792713,0.5561830082948749,3.142244797288395,-1.031354495359416,3.0
2.1216953012039603,3.652714821559325,-1.4246152626826891,-3.6473959765636206,2.0
-1.298961287643026,1.803779446337872,-3.2242721328829855,-3.461725073841606,1.0
1.3768405643483295,-3.839860490596786,0.6369654975281147,-1.3780633252678474,3.0
0.7743848175850072,-0.7731767412572044,1.3759589267255166,2.228765367486428,3.0
-0.32108075592049445,3.9935470687815933,-3.7687474432140284,-0.48980922572877894,1.0
-3.7100250733054363,-3.6119527630000263,2.7431627457471617,1.0297228968145564,1.0
0.9410036443938665,-0.08927578006149695,-3.764419823064035,-1.4121997370271515,2.0
-3.1573567497626964,-1.6868154615753355,0.286352584451258,-0.7206721863949532,3.0
1.1729959301288346,-1.0397748388219306,-1.079899877364129,2.7084592089757145,1.0
-0.3072447840034851,-3.5535999763364536,0.5728360266180879,-2.981208119260879,3.0
-1.385647866244705,-0.813475545024918,1.3621324532434276,-2.5954952867575134,2.0
3.053343619020426,-0.5885129389165797,2.2810577274584,2.4992595082175484,2.0
-3.4887532189032733,2.5741997282796856,3.5839318216831355,2.7294163021046707,1.0
-0.06371261072062318,3.7799271633108855,-0.8283965741349881,1.2990283331789882,3.0
-3.790673595919163,-1.5194982602103284,2.0898259707211064,3.2696398829869437,2.0
1.9936565528147536,-2.862418707711303,-0.6625537648919053,1.8891417297096904,1.0
-0.076534317003917,1.2966169396811207,0.8084866688824555,0.18125179007967773,3.0
-1.6948325353174667,2.2352316340332887,3.3656309116332803,-3.6196104321048708,3.0
-3.237340734293804,0.3709341463258795,-2.1270209251183054,0.6552592939374335,2.0
-0.706668508418753,2.582487853658252,0.277082103696106,-0.17597426374407554,2.0
-0.3139533057685817,0.9177212845451006,1.3193059526190982,1.2207603266644806,1.0
3.6158601009515987,2.1410208323371815,1.8679365159681378,-0.00866856230835289,1.0
-2.1100515874961587,-0.44895674672229013,2.036232226353711,1.0761884397947856,3.0
-0.2818001457621424,-0.23408083450732242,-3.864987706090707,-2.5521332587192713,2.0
3.487385657599784,0.44723397885646676,1.6394097979386828,-2.3009984343121914,2.0
2.675130343374839,0.36812574121867847,-2.384413578039199,1.5733288938836854,3.0
-1.606771666825166,-3.926000249167261,-3.998738019904474,3.8510998811759283,3.0
3.986327721266557,-2.9021963685036916,-0.12187197105832226,-3.9479389149007194,3.0
2.7410150901626675,2.877815581813149,0.7803974381504286,0.3205627579665187,2.0
-0.19907369350005233,0.8542654685714925,3.5678906304575175,-1.745870516759986,1.0
-1.5808266879471358,1.8913820144892082,2.8141288300993175,-1.896103730385457,1.0
-1.6681665650180353,2.1539698202324455,2.966955655807908,-3.51855409590595,2.0
-1.1006503517145845,1.3620734108805728,-2.974078825371672,-2.569630822482649,2.0
3.69079044717113,-2.6998758705673254,0.08578958053803376,1.6014654378454694,1.0
0.17417150963541417,0.2167122303504012,-3.625730715501401,3.0502416886933865,2.0
-0.6663818932830079,2.753485058020729,-2.9804068961398418,-0.8102765217040968,3.0
-2.6821522295235845,-2.9744308625394247,2.752809416066322,3.864466731518336,1.0
-1.0329822546156517,-0.9843067502594991,2.381592052943315,2.7678100139905,3.0
-1.7248841344136103,-1.0066729152430725,-2.988962175093702,1.7747148864159872,3.0
-1.5560341323159967,-0.8361517566502776,1.3369462459843824,-2.6998794978183476,3.0
1.0887979506085959,1.1868461542909738,1.0366508228697526,-3.094385117710999,2.0
-3.5017712083719754,1.200927396405767,2.1226947083848575,-2.354064416117085,2.0
2.9792865319309794,-2.355024581018398,3.3746752516892187,2.812996173790774,2.0
-2.2772223682737707,0.7747837628377674,-0.7987804864148451,1.9776511900934768,2.0
1.4817914321318533,-3.1469763479433954,-3.7745130283192996,-3.2455547387167805,2.0
2.331171110617648,2.824912495384673,-1.7825471120463252,0.40429351584121953,2.0
3.0137082412033376,2.546986173739958,-1.7289295451862277,3.416105550373226,3.0
3.1477618231061992,3.647677129550601,0.08923781720909396,1.0056048712814594,3.0
0.11243436334645907,-3.8238198128426895,-1.7822621839931578,3.3992837607706985,1.0
0.5033232037393365,2.7960253876021532,3.9018817246529967,-3.9307187396258403,2.0
-0.842895753355009,1.3246867508879827,3.4054386251970286,-3.4175828040585774,3.0
3.8028611177844667,-3.949001835307204,-0.6918251127433237,-2.1777620528899337,3.0
-3.363196928856718,-3.427636374948978,-1.9651423235649368,2.7282047678864974,3.0
-2.830071582908923,-1.9478547955254566,-1.8752056684952958,1.2946877101412735,1.0
